location,url,title,money
华强南,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1EYPjDQn10krHNYPHTdXaO1pZwVUT7bsHFhnHnOrjE1sy7hmHbVPAuhmzY3rHwBsHRBuWTLrHEduHmYmEDvPjbLnWDkP1N3P1T3PkDKnH0vnWmQn10OP19LnWmYrTDdnjTknjTKPjELPWTkTHD_n1DkTHEKnHmQrH03P1DYn1EkrEDzTNujsgKWsyQG0Lw_uyuYTHDKnW9KTiYQTEDQnHNkrH0vnj9Qrjndnj9QP1c3THmKph-6wvNlnWTkn7t1njTkTHDKP1n3m1cYrjnVPHDOnBYYPjTksyDdPvDVnhR-rH-bmHKhP1DYTHD1n1E1nWbQPHELnHbYPH0zrjDKnHn1PjnzrHDdPjmzP1D3PWm3rTDKTEDQsWTKTiYKTEDKm1NfUhuZEYkfHLnYuHwuRYwLnbFKu1YqTHDzni31Pa3QPHT8nWEzTHTKnTDLsWDkrHT1nj0LPHDQPjcvnbNVPTDQsjnQnE7exEDQnjTkP9DQnjTkrjNQTHEknHnknWc1sycdPvNVPAPhuBYOPHEYsHTkPAc3uW--mW9YPEDKnTDKTHTKPakQrjTOsjmkrjTKnE78IyQ_TyF6uWcknW0zmhDzPAwBPAc&tid=40130223-b57e-4cff-9544-004b8f9eb845&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】怡居·君悦 华强南 方寓福田店,6700-4600
民治,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1EYPHTzPjN3rjELnHTdXaO1pZwVUT7bsHFhnHnOrjE1sy7hmHbVPAuhmzY3rHwBsHRBuWTLrHEduHmYmEDYrjT1PjTdnjmzn10vnEDKnH0LPjcLn1TYrjcdP1NYP9DdnjTknjTKPjNvPHnQTHD_n1DkTHEKnHmQrH03P1DYn1EkrED1TNujsgKWsyQG0Lw_uyuYTHDKnW9KTiYQTEDzPHcQnHNLnjcOnWm1PW9KP97Jpy7ZuHCznjTkg1nknjTKnE76uhm3m1IWmBYLrA76sHE1PhEVrj91PzYLPyczuhEkujI6nWTKnHn1P1nQn1bznWmzrHcYPWbLPkDQn1nLn1D1rHczPHEOPHNdnWTkTEDKTHD8nTDKsEDKTE7WPiq8ubIjHaq501w-P7-gwZ0zEb7M5HYKnHcQsWnYsWDdna3zPjcKnTDkTHN8PWN1Pj9vnWDkrjDdnjc1wiYYTHD_n1DQTgVqTHDknjTvTHDknjT3PHDKuhDkmWnYrHnVPynzriYYrjEksH66m1cVuWE3PHbkm1nQPAR6TEDkTEDKnTDYsjDvnjTOsjmQPjNKnE78IyQ_THDQPHRbPHTOrHNvnAD3nWb&tid=fa0b3493-5c29-4840-8ac2-f48590c314ea&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】鑫海鑫茂公寓 民治 深圳北店,6970-4090
恒大城市广场,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1Edn10drjDzP1ndP10QXaO1pZwVUT7bsHFhnHnOrjE1sy7hmHbVPAuhmzY3rHwBsHRBuWTLrHEduHmYmEDdrHcdnH01PjNOPHmkn9DKnH93PWTvnWnYPWTvP1bLPTDdnjTknjTKPjbdrH0QTHD_n1DkTHEKnHmQrH03P1DYn1EkrEDYTNujsgKWsyQG0Lw_uyuYTHDKnW9KTiYQTEDQn1T1rj0dPW9dn1bQnjDdrHnLTHmKph-6wvNlnWTkn7t1njTkTHDKn19krAmLmWnVmhRBPBYYPvELsyFbrHnVmyRbrjEzPHI-nhRWTHD1PWNOn1DOrjnkn1mLPHNOPW9KnHnvPHb1nHb3nWbvPHEYrj0kPTDKTEDQsWTKTiYKTEDKm1NfUhuZEYkfHLnYuHwuRYwLnbFKu1YqTHDzni31Pa3QPHT8nWEzTHTKnTDksWTknH0QrHmkn1mQnHn1nHNkn19Knik1nHDKXLYKnHTknjmKnHTknj9dnEDvnhnduHcdnaY1mhDdsHw6rHDVmHczniYdrAEknWN1n17-uANKTHTKTEDkTHE_nH9Qnzk1PHcvPTDQTyOdUAkKrjKbm1I6nHmvP1TkrjbQnk&tid=62c5e250-3ba5-4a91-a221-58d025331ede&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】爱联 恒大城市广场 1室1厅,6300
南景新村,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1EdrHbvn10QnHEQnWbdXaO1pZwVUT7bsHFhnHnOrjE1sy7hmHbVPAuhmzY3rHwBsHRBuWTLrHEduHmYmEDvnWELPjD3PHbknWT3rTDKnHbvPHEOn19znH9kP1mzrEDdnjTknjTKPHTknjTkTHD_n1DkTHEKnHmQrH03P1DYn1EkrEDdTNujsgKWsyQG0Lw_uyuYTHDKnW9KTiYQTEDQn19YnjTkn1NdPWEdnW0znjmYTHmKph-6wvNlnWTkn7t1njTkTHDKP1IWmW9QPAmVm1uBniYYujNLsyD3PjDVnvRWPjc3uHcYuANkTHD1rjmzPWmYPjTLnH01nHcknjTKnHn3PWcvPWEYnjm1n1E1njTQP9DKTEDQsWTKTiYKTEDKm1NfUhuZEYkfHLnYuHwuRYwLnbFKu1YqTHDzni31Pa3QPHT8nWEzTHTKnTDksWTkrjcknHbknHnLPWmYn1TknkDQsjnQnE7exEDQnjTkP9DQnjTkrjNQTyP-mH0kuWTvsHRhmhmVPAmOmiY3PyELsynOuAn3PjR6njczm9DKnTDKTHTKPakQPWTkrikvnHEdTHDKUMR_UTD1PAcQuyNdrjDzuhubP1RB&tid=cea70f06-5fbf-4f9a-85d7-c9dc845a022b&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】民治 南景新村 1室1厅,6170
径贝新村,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1EQP1b1n10YnWmYrHb1XaO1pZwVUT7bsHFhnHnOrjE1sy7hmHbVPAuhmzY3rHwBsHRBuWTLrHEduHmYmEDYnjEdnW0zPHTOn1mYrEDKnHEzP1NQnjcznHb1P1mvrTDdnjTknjTKPjELPj0QTHD_n1DkTHEKnHmQrH03P1DYn1EkrEDvTNujsgKWsyQG0Lw_uyuYTHDKnW9KTiYQTEDQnHTQnHT3rjnOPWb1rHNdnj0zTHmKph-6wvNlnWTkn7t1njTkTHDKPW7BuAPbnhmVPjT1uaYYryczsyD3n1cVmy7Bm1T3ujcLPWP6THDzPj9dPjcvn19OPjbzrjbOrjEKnHcYrjNYnWm1rj9Ln103njczPEDKTEDQsWTKTiYKTEDKm1NfUhuZEYkfHLnYuHwuRYwLnbFKu1YqTHDzni31Pa3QPHT8nWEzTHTKnTDvsWnvnWN3nWmQrjN3PWDQnbNVPTDQsjnQnE7exEDQnjTkP9DQnjTkrjNQTyNOnjwhmvmQsHPbP1cVPjm1nBYOnj9dsyRbrj7WryDOrAnzP9DKnTDKTHTKPakQrjDzsjmQPHDKnE78IyQ_THRWn1w-uj7Wuy7hPyDzm1N&tid=e904fcf1-3d72-4632-9085-ed81c9a98c26&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】西乡 径贝新村 1室0厅,6070
益田村,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1EdrjT3P10OP1c3rHcQXaO1pZwVUT7bsHFhnHnOrjE1sy7hmHbVPAuhmzY3rHwBsHRBuWTLrHEduHmYmEDvPWcQn19zPHnLPj01PEDKnHbYnHE3nWDznj9vnW01nkDdnjTknjTKPjbQP19LTHD_n1DkTHEKnHmQrH03P1DYn1EkrEDLTNujsgKWsyQG0Lw_uyuYTHDKnW9KTiYQTEDQnWT1rj0QPW0knjDvP1TYPHDzTHmKph-6wvNlnWTkn7t1njTkTHDKPH-hm1T1ryDVuHcOuiYYPW0vsHbOmyDVPyNkPHNLmyD3mWEzTHD1rjTQnHbYPjN1rjEYP1TdnW9KnHn3njDQrHEYPHnkPj03nW9YrTDKTEDQsWTKTiYKTEDKm1NfUhuZEYkfHLnYuHwuRYwLnbFKu1YqTHDzni31Pa3QPHT8nWEzTHTKnTDksWTknHDzn19znWDOrjTQnjTOP9DQsjnQn97exEDQnjTkP9DQnjTkrjNQTHIBmyn3rHNLsycvrANVPjELmid6uW9vsHw-uhmdPHmznjDdm9DKnTDKTHTKPakQrjTOsjmkrj9KnE78IyQ_THnOnvFhuyczPHEvmW0QmHb&tid=7bac8957-b68e-447a-af86-4eff5562015b&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【合租】益田村 益田村 2室次卧,6180
华茂苑(三期),https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1Edrj0YPWD3rHmQrHnvXaO1pZwVUT7bsHFhnHnOrjE1sy7hmHbVPAuhmzY3rHwBsHRBuWTLrHEduHmYmEDvPWcQn19zPHnLPj01PEDKnHbYrHbkrHNYn1TknHDknTDdnjTknjTKPjbdnW9YTHD_n1DkTHEKnHmQrH03P1DYn1EkrED3TNujsgKWsyQG0Lw_uyuYTHDKnW9KTiYQTEDQnWT1rj0QPW0knjDvP1TYPHDzTHmKph-6wvNlnWTkn7t1njTkTHDKmhNkujDknvEVP1RWnaYYPjKBsHbvmvcVmHK-nHFWn166uWnOTHD1rjczP1m3PWNYn1TOnWDznHmKnHn3nWcLPW9vPHEkrHbdn10On9DKTEDQsWTKTiYKTEDKm1NfUhuZEYkfHLnYuHwuRYwLnbFKu1YqTHDzni31Pa3QPHT8nWEzTHTKnTDOsWD1rj0OnWmYPj0QnjbdwiYYTHD_n1DzTgVqTHDknjTvTHDknjT3PHDKnjEzrHP6nj0VuH-6mzYYPAc3syD1njDVPAc3uhFbmHDdPjEkTEDkTEDKnTDYsjD3njb_nH9znTDQTyOdUAkKnjuWuhDQuH91nAckP1PhuE&tid=04293a07-e9ac-44b8-a301-4b8fbda15440&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【合租】上梅林 华茂苑(三期) 2室次卧,6650
民治,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1EYnWbzrj03PjTdnHc1XaO1pZwVUT7bsHFhnHnOrjE1sy7hmHbVPAuhmzY3rHwBsHRBuWTLrHEduHmYmEDQP1EYnW9dPWDknH9OPEDKnH0YP1EYPW0dnH0OP1cdnkDdnjTknjTKnHnkTHD_n1DkTHEKnHmQrH03P1DYn1EkrEDOTNujsgKWsyQG0Lw_uyuYTHDKnW9KTiYQTEDQn1TQP1bdnjbdn1nknH9QnHckTHmKph-6wvNlnWTkn7t1njTkTHDKP10dPvc3nhmVmvmvniYYPAD3sycLPhNVPhcOm1cLrjw-PWNkTHD1n1TYPjm1rHTLPHcYPHcvnj9KnHn1njEYPWnOnjmLPWbdrHc1n9DKTEDQsWTKTiYKTEDKm1NfUhuZEYkfHLnYuHwuRYwLnbFKu1YqTHDzni31Pa3QPHT8nWEzTHTKnTDdsWDvnj9dPWc3nHDLnWTOPDNVPTDQsjnQnE7exEDQnjTkP9DQnjTkrjNQTyNOrj9drHPbsHmYPhNVPjm1uid6rAmvsHm1n1bYnAnvn1mLmEDKnTDKTHTKPakQPWTkrikvnHEdTHDKUMR_UTDdnHTkuy76uhc1mW7hPWNd&tid=e988593d-646e-463e-a8f6-633940c6367a&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】爱home公寓 民治 龙华民治新区店,6170-6970
沙井,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1EQPW9knHnOPW9kPWmvXaO1pZwVUT7bsHFhnHnOrjE1sy7hmHbVPAuhmzY3rHwBsHRBuWTLrHEduHmYmEDvPjbLnWDkP1N3P1T3PkDKnHEQn1TQPWDOPj9knjmYPEDdnjTknjTKPjb3rjTvTHD_n1DkTHEKnHmQrH03P1DYn1EkrEDQnT7AEzdkmzd_pgPYUARhITDQTHc3TEDVnEDKnHDdnjbLPWT3nH91PHT3nH0zrTDvTyGGmNI-rWcknjKxn1TknTDQTHFWPHmzmWNOsyEYuj0VPAcLniYOnvDdsH76P10zP1FWmyN3uEDQnWEYrjnznHm3nWTLP1nzP1nvTHDzPjE3n1cQPW9QPjTvnHDdrjEKTEDKni3kTEDVTEDKTyndsvOhwYPnsYq1PANYyRIDI1FaEy0q5EDQnWD8n1E8nHNksWcYn9DkTHTKra3QrjDLP1nzn19Ynjc3P1-7sHEKnik1nHDKXLYKnHTknjmKnHTknj9dnE7-uW7-PWDYradWm1nOsHE1nhDVrjEkPadBmvwhPvEdPW6bPAEKTHTKTEDkTHE_nH9QnBkQrjEvTHDKUMR_UTDznhD1m1nOmyubPhPWryP-&tid=ef1e6148-cc39-432a-8404-bcdf7d568d4d&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】怡居·君悦 沙井 怡居君悦,6170
潜龙鑫茂花园(C,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1E1rHE3nWEYrHmYrjbYXaO1pZwVUT7bsHFhnHnOrjE1sy7hmHbVPAuhmzY3rHwBsHRBuWTLrHEduHmYmEDYrjEdnWTkP19LnWNzP9DKnH0kn1n1n1mLnHNzP1EzrTDdnjTknjTKPjb1rH0LTHD_n1DkTHEKnHmQrH03P1DYn1EkrEDQnE7AEzdkmzd_pgPYUARhITDQTHc3TEDVnEDKnHTOrj9znjbYrHmLnW01Pj0znTDvTyGGmNI-rWcknjKxn1TknTDQTyDvn1bdrjN3sHbzPhDVPAE3riYOnHK6sycOmHnkPHNYmWndPTDQn1DOnHN1PjEznjDYn10drHnvTHD1nHbQPHnYPjDOPj0zPWcOP1mKTEDKni3kTEDVTEDKTyndsvOhwYPnsYq1PANYyRIDI1FaEy0q5EDQnWD8n1E8nHNksWcYn9DkTHTKri33PWNQPHbQnHn1PjTLnH-7sHEKnik1nHDKXLYKnHTknjmKnHTknj9dnEDLPy7-nHR-PBd6PhNzsHEduWnVrHu-PaYLmhcYPAwbnjTLrycKTHTKTEDkTHE_nHmknjb_PWDYn9DQTyOdUAkKP1I-PA76uH0kmhm3Pyn1PT&tid=75ae15e6-a6e2-45f3-96e4-7bb44dd0079b&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】梅林关口 潜龙鑫茂花园(C 1室0厅,6770
又一村花园,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1EdP10zrHDknHnkrjc1XaO1pZwVUT7bsHFhnHnOrjE1sy7hmHbVPAuhmzY3rHwBsHRBuWTLrHEduHmYmEDQrj03PHc3njnOPH03n9DKnHb1PW9Onj9QnW0kn10dnkDdnjTknjTKPj91rHDdTHD_n1DkTHEKnHmQrH03P1DYn1EkrEDQn97AEzdkmzd_pgPYUARhITDQTHc3TEDVnEDKnHTLP1Nkrj9Ln1nQPjmYn1bvrTDvTyGGmNI-rWcknjKxn1TknTDQTHD1uWNdPHcvsyP6PHNVPAndPiYOPjNdsyD1uhw6PyPBuycdPTDQn103rHEYnj0knWNvnH01njNvTHD1P19OPjEkP1TzPj0Lrj9dPjEKTEDKni3kTEDVTEDKTyndsvOhwYPnsYq1PANYyRIDI1FaEy0q5EDQnWD8n1E8nHNksWcYn9DkTHTKna3knjcYP1nvPHnzrHndnj9QrjbzTHD_n1DQTgVqTHDknjTvTHDknjT3PHDKP1P6PWIWmH9VuHbYnBYYPjTOsyDzmhDVrj9OP1EQnAw-uW0dTEDkTEDKnTDYsjD3PHN_PWDvnEDQTyOdUAkKPj0zmH9LP1-hrH91PjDdnE&tid=73a67ca8-e942-4409-a2ba-8897410def75&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】长龙 又一村花园 1室1厅,6600
翠竹,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1EdrHcOPjcdrHDkPjN1XaO1pZwVUT7bsHFhnHnOrjE1sy7hmHbVPAuhmzY3rHwBsHRBuWTLrHEduHmYmEDdnHDkrjNkPjT1nj0YTEDQrHNvrHcYrjnzPjnOn1TQTHNknjTknTDYrH9zPWbKnik1nHTKPTDQPWDOP19LnHE1PjDkTHD1TNujsgKWsyQG0Lw_uyuYTHDKnW9KTiYQTEDQnHc3nWT1Pj9YPWn3P1NvrjmYTHmKph-6wvNlnWTkn7t1njTkTHDKPhRBmHE1uAEVnh7bmiYYmWuhsH6bPhNVmHmvP193n16BuAPWTHD1rjEkP1cLP1bdnjmQn1NkPjTKnHn3PjTLnW0LrHEznWcYrjbvnTDKTEDQsWTKTiYKTEDKm1NfUhuZEYkfHLnYuHwuRYwLnbFKu1YqTHDzni31Pa3QPHT8nWEzTHTKnTD3sWDvnjmknHTLn1TzrHE1PDNVPTDQsjnQnE7exEDQnjTkP9DQnjTkrjNQTHmQnH7BPH-WsH--ujnVPjmQmBd6n1c3sHEQPvuBPWmzrHRWnTDKnTDKTHTKPakQrjDksjD3nW0KnE78IyQ_THDOmHcOuHbvmvEYPHu6P1N&tid=6111b59c-9ed3-461b-a328-417fb66295c0&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】壹鼎冠公寓 翠竹 旭飞华达园,6750
中海深圳湾畔花园,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1Edrj0YP1TOrHDvrHnzXaO1pZwVUT7bsHFhnHnOrjE1sy7hmHbVPAuhmzY3rHwBsHRBuWTLrHEduHmYmEDvPWcQn19zPHnLPj01PEDKnHbYrHbznHD3PH03n19QrTDdnjTknjTKPj91n10dTHD_n1DkTHEKnHmQrH03P1DYn1EQnTDQPT7AEzdkmzd_pgPYUARhITDQTHc3TEDVnEDKnHckn19LnHmLnjTQPW0kPjNQn9DvTyGGmNI-rWcknjKxn1TknTDQTHcOrHTdnvPhsyEOrjcVPAckmBYOnvuhsH-BmyDkuhD3PHNOu9DQn19znW0OrjEdrHbdPWD3n1TYTHD1rjczP1b3PjNOnWE1nHNQn1mKTEDKni3kTEDVTEDKTyndsvOhwYPnsYq1PANYyRIDI1FaEy0q5EDQnWD8n1E8nHNksWcYn9DkTHTKna3knjD3rHbOnHcLP1EkrHb3nW9zTHD_n1DzTgVqTHDknjTvTHDknjT3PHDKP1DQnHF6nWEVuAEdPBYYuAczsHbkrjnVm1nYP1bvuAFBnv7BTEDkTEDKnTDYsjD3nHD_nWm3n9DQTyOdUAkKryn3m166rAPWPhcOnjmvPT&tid=71112a24-dd56-4db2-9083-c34796dbb3ab&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【合租】华侨城 中海深圳湾畔花园 2室次卧,6180
幸福珺湾,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1Edrj0LnjnQn1D1rHEQXaO1pZwVUT7bsHFhnHnOrjE1sy7hmHbVPAuhmzY3rHwBsHRBuWTLrHEduHmYmEDvPWcQn19zPHnLPj01PEDKnHbdnjcQrjnzPjDLn191nTDdnjTknjTKPjbLPjDLTHD_n1DkTHEKnHmQrH03P1DYn1EQnTDQPE7AEzdkmzd_pgPYUARhITDQTHc3TEDVnEDKnHckn19LnHmLnjTQPW0kPjNQn9DvTyGGmNI-rWcknjKxn1TknTDQTyn1nAm3PWcLsHKhPhNVPjm3riY3mWPBsyN3uWDdP1mQuAmzmEDQn19zn1NdrHD1PjmdnHE1nWbvTHD1rjc1PHNOnHn1rHn3PjTQnW9KTEDKni3kTEDVTEDKTyndsvOhwYPnsYq1PANYyRIDI1FaEy0q5EDQnWD8n1E8nHNksWcYn9DkTHTKna3knjDkn1EQPWDvnjEdPW0QnjnOTHD_n1DzTgVqTHDknjTvTHDknjT3PHDKn1EOuAE3nhNVm1RbmzYYmyNvsycvn10VPjF-PHbOPAEOPy7WTEDkTEDKnTDYsjD3nHc_PWDdnEDQTyOdUAkKmyNYujIbPvEYPWNQnvPhPE&tid=349dd82e-c5dc-4ae6-b637-42e5994d95ac&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【合租】西乡 幸福珺湾 2室次卧,6280
虹桥星座,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1EvnjNznWbdPjnQnj0zXaO1pZwVUT7bsHFhnHnOrjE1sy7hmHbVPAuhmzY3rHwBsHRBuWTLrHEduHmYmED1Pj9kP1NQnH0QP1D1P9DKnHbLnWmdnWD1nHT1nWTLrEDdnjTknjTKPHTknjTkTHD_n1DkTHEKnHmQrH03P1DYn1EQnTDQP97AEzdkmzd_pgPYUARhITDQTHc3TEDVnEDKnHDLnHcvnWmkPHDknHDQP1EYnTDvTyGGmNI-rWcknjKxn1TknTDQTHnLuhRWuWIbsyu-uhcVPAn3PaYOPW-BsHI6nj--njwbmHDdrTDQn193njb3rHmLP1mQn1nYnW01THD1rj9krH9OPW0vrjN3n1cLnjEKTEDKni3kTEDVTEDKTyndsvOhwYPnsYq1PANYyRIDI1FaEy0q5EDQnWD8n1E8nHNksWcYn9DkTHTKna3knj9znjDOnjD1P1mvPjnknjnKnik1nHDKXLYKnHTknjmKnHTknj9dnE7-PWKbrANkPiYvnWDYsHwhP1nVmymkPid-nvuhnHNdujnvnH9KTHTKTEDkTHE_nH9QnakQrjcOTHDKUMR_UTDOuAE1m1TdPh76my7-P1I6&tid=e60d8e05-6214-4f73-af05-e3ff155d3618&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】笋岗 虹桥星座 1室1厅,6840
冠铭花园,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1E1P1mkPH0zPH01PjNLXaO1pZwVUT7bsHFhnHnOrjE1sy7hmHbVPAuhmzY3rHwBsHRBuWTLrHEduHmYmED1nH9YPWE1n1EOP1ndPEDKnHmLrHnQnHmkPHnOnjn1rEDdnjTknjTKPjbkPj9zTHD_n1DkTHEKnHmQrH03P1DYn1EQnTDQPk7AEzdkmzd_pgPYUARhITDQTHc3TEDVnEDKnHDQnHbknHNOPWNknWbOrHTYnTDvTyGGmNI-rWcknjKxn1TknTDQTHEdm1T3uhuWsHT1uWEVPj6hnadBm1uhsywBuHF-uyNLnW6-uTDQn1D1njT1P1b1nWE1nHbLPjEkTHD1nHnknjnLrHnQrHc3PWNLrHcKTEDKni3kTEDVTEDKTyndsvOhwYPnsYq1PANYyRIDI1FaEy0q5EDQnWD8n1E8nHNksWcYn9DkTHTKPz31nHbkn19QPjTvrHELPjR7sHEKnik1nHDKXLYKnHTknjmKnHTknj9dnE7hnvEzP17WPaY1rj6BsHEvrynVrA76mzYOrjPbn1Khm1K6uANKTHTKTEDkTHE_nH9QnikQrjEQTHDKUMR_UTDvmhmknj91uHPhmyDLmH6B&tid=f3d271c4-388b-469c-8aac-983d30fc0ade&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】西丽 冠铭花园 1室0厅,4000
坂田,https://legoclick.58.com/cpaclick?target=szq1XB3draOWUvYf0A-80A7Guvq8uL-ds1E1rjN3rHmvrHTLP191XaO1pZwVUT7bsHFhnHnOrjE1sy7hmHbVPAuhmzY3rHwBsHRBuWTLrHEduHmYmEDzrjnvrHbznjckrjmYPkDKnHmOnHbkPWT3njDznj9YnTDdnjTknjTKPjbvPWEkTHD_n1DkTHEKnHmQrH03P1DYn1EQnTDQrT7AEzdkmzd_pgPYUARhITDQTHc3TEDVnEDKnWEOnHDYPWEdrHE3PjEkTHmKph-6wvNlnWTkn7t1njTkTHDKn1w6PvFWPAmVrjwWraYYuWI-sHbYm1cVnjF6PhF6rj7Buyc1THD1nHmznW0OP1bkrjTQnH9zP1cKnHnQPWczP1bLrHTzPHN3rjczPTDKTEDQsWTKTiYKTEDKm1NfUhuZEYkfHLnYuHwuRYwLnbFKu1YqTHDzni31Pa3QPHT8nWEzTHTKnTDdsWmOnW9LPjcQn1NdP1DvrNNVPTDQsjnQnE7exEDQnjTkP9DQnjTkrjNQTyDLPW-WmvNdsH66uWnVPjnQmidBn1cYsHIbuhm1rANzrAmzPTDKnTDKTHTKPakQrjD1sjcvrj9KnE78IyQ_THDkmHEQPHDvPWF-rHKBPvN&tid=a769cce5-8af3-431a-b324-7dff38e28f24&slotid=1000851&productid=10006&bizresource=0&extParam=%7B%22ppgy_stats%22%3A%7B%22pageSource%22%3A%22%22%2C%22resource%22%3A%2258%22%2C%22abVersion%22%3A%22%22%2C%22launchid%22%3A%22%22%7D%7D,【整租】星窝青年创业公寓 坂田 五和旗舰店6,6288
